symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1,total
NOP10,2,0,280,117,262,1,0,33,0,28,1,3,0,0,0,0,0,0,0,0,0,0,2,316,0,1,25,0,0,1071
PPP1R13B,0,0,572,0,4,1,0,0,0,0,0,40,0,403,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1070
KHK,0,0,127,0,16,0,0,0,0,0,218,0,0,298,0,0,0,0,0,0,0,0,0,279,0,23,109,0,0,1070
GLRX2,0,0,473,12,63,0,0,0,0,0,48,0,0,0,2,0,0,0,0,0,0,0,1,470,0,0,0,0,0,1069
PIK3CB,0,0,0,7,5,3,0,0,0,1,9,0,0,0,0,2,1,0,0,0,423,0,1,8,176,0,8,1,424,1069
IDO1,7,1,0,0,0,0,0,1,0,0,0,0,0,1,1,48,0,0,0,907,11,0,0,14,0,0,76,1,0,1068
MTPAP,0,0,303,297,194,0,0,19,0,230,0,0,2,0,0,0,0,0,0,1,0,8,0,0,1,2,3,8,0,1068
DHX33,0,0,0,0,155,5,0,401,2,0,0,0,3,0,0,1,1,2,0,2,494,0,0,0,0,0,0,0,2,1068
LEFTY1,0,0,0,2,23,0,0,2,2,0,0,0,0,204,0,0,1,1,0,0,345,438,3,11,0,0,0,28,7,1067
FAM175B,0,2,0,0,0,1,0,0,0,10,0,357,0,0,0,455,0,0,0,0,0,0,0,242,0,0,0,0,0,1067
ATP13A3,0,1,7,219,86,0,0,1,0,47,1,11,0,0,0,0,0,0,1,0,0,0,692,1,0,0,0,0,0,1067
ZNF514,0,0,0,0,0,0,609,0,0,188,0,0,1,23,0,0,1,1,1,0,0,0,0,242,0,0,0,0,0,1066
C14orf132,0,0,116,397,373,0,0,1,0,160,0,0,2,0,0,0,1,1,1,0,0,0,0,12,0,0,0,0,0,1064
CCDC112,0,0,0,0,0,1,0,0,1,1052,0,0,4,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1063
TNRC6B,0,0,0,0,319,1,0,109,0,115,11,1,1,1,2,0,5,1,1,0,10,344,0,1,71,0,2,0,68,1063
FAM133B,0,0,136,0,116,0,0,0,162,142,0,0,0,24,2,0,0,0,0,1,192,0,4,242,0,42,0,0,0,1063
FAM222B,0,2,0,0,0,0,0,0,4,0,553,111,0,1,1,0,4,2,0,1,364,0,0,15,0,0,1,0,3,1062
TNF,0,0,0,0,0,0,1,21,0,2,0,0,0,0,0,295,0,0,0,0,74,3,0,22,192,0,0,452,0,1062
P4HA1,0,0,952,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061
LOC646851,0,0,1,1,0,0,0,0,0,400,0,1,1,646,0,2,3,0,0,0,1,0,1,0,0,0,0,3,1,1061
BPIFB1,0,0,180,0,767,0,0,1,0,0,82,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,1061
UPF2,0,0,0,0,1,0,0,0,0,0,107,0,0,0,0,0,1,1,1,153,59,7,0,5,1,0,0,617,107,1060
GLB1L,0,0,0,0,32,2,0,0,0,0,0,0,2,480,0,0,0,0,0,0,0,2,1,535,1,0,1,4,0,1060
PPM1K,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1052,0,1,0,1,0,0,0,0,1059
BIRC5,2,0,1,592,18,4,0,0,0,0,2,0,1,18,0,0,2,0,0,0,0,0,1,361,0,0,57,0,0,1059
PRKCA,1,1,0,0,0,0,0,1,3,2,0,756,0,2,0,2,0,0,0,2,270,7,0,2,1,0,0,1,8,1059
LETM2,0,1,0,0,209,0,2,14,1,1,0,2,0,734,0,5,0,0,0,0,1,1,0,0,0,84,0,3,0,1058
TIMM8B,4,0,2,204,181,1,1,62,3,1,0,0,0,90,1,0,0,3,5,0,1,1,1,496,0,0,1,0,0,1058
SLC30A6,9,1,244,5,153,1,0,1,0,0,0,1,0,0,0,6,0,0,0,34,59,1,1,500,34,0,0,0,8,1058
PHF17,18,1,0,0,412,0,0,184,1,1,0,63,1,0,0,0,2,1,2,0,1,2,0,366,2,1,0,0,0,1058
MTHFS,126,2,746,0,19,1,0,2,0,0,47,0,0,0,1,0,5,0,1,2,0,0,0,40,0,1,64,0,0,1057
ARL6IP1,52,0,337,8,333,1,2,0,0,1,26,1,0,164,0,5,1,0,0,0,0,0,0,113,0,1,0,2,10,1057
PPP2R1B,0,0,0,0,226,1,0,498,1,1,0,0,0,6,1,0,1,0,0,0,0,1,0,306,2,10,2,1,0,1057
FAM100A,0,0,41,54,55,0,1,7,337,1,115,11,0,68,0,0,0,2,0,0,0,0,139,20,0,1,1,202,1,1056
SNX8,0,0,117,0,103,0,0,22,2,292,59,0,0,0,0,0,0,0,0,0,127,0,0,237,0,1,1,0,95,1056
PEX1,0,0,0,0,0,3,0,0,0,96,0,955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1056
ECE2,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578,0,0,1,0,20,1056
C17orf96,0,0,0,2,0,0,0,7,0,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1055
ERLIN2,261,2,0,0,118,0,0,2,95,0,0,0,0,0,1,0,0,0,0,2,4,0,24,523,1,0,0,16,4,1053
RNF130,0,0,0,0,374,0,0,0,0,111,0,75,0,34,0,0,3,0,0,0,0,0,4,68,1,0,383,0,0,1053
RNF13,0,2,296,107,207,1,0,375,31,24,0,0,1,0,1,0,1,0,0,1,0,0,0,2,2,0,1,0,0,1052
LOC150776,0,0,0,28,22,0,0,59,1,79,0,0,0,99,0,0,0,0,0,0,0,0,345,389,0,1,29,0,0,1052
MCM3,16,0,0,1,583,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,442,0,2,1,0,0,1052
TFAP2B,7,0,32,351,515,0,0,3,138,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1052
RAB3IL1,0,0,0,0,0,0,703,0,0,0,337,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051
RIMS2,0,0,0,0,0,3,0,0,0,0,526,0,0,182,0,0,0,0,0,2,0,0,6,332,0,0,0,0,0,1051
SLC1A1,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1013,0,0,1050
ZNF566,720,5,0,27,4,0,0,0,0,1,286,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1050
MPI,0,0,814,51,172,4,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1049
MAFK,0,0,0,4,15,0,3,3,0,1,0,16,0,0,0,770,0,0,0,0,0,0,2,85,0,0,149,0,0,1048
TRIP4,0,1,0,1,196,0,0,657,2,27,0,41,0,0,0,0,0,1,0,0,0,1,0,108,0,4,2,0,7,1048
PEMT,0,0,0,10,0,0,77,10,0,160,724,3,1,50,1,0,0,1,1,0,0,0,0,9,0,0,0,0,0,1047
SIRT1,154,2,353,0,215,1,0,55,0,153,0,27,1,0,0,0,5,0,1,0,59,0,0,21,0,0,0,0,0,1047
SEMA4A,15,0,0,2,80,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,50,1,893,0,0,0,1047
SMARCB1,0,0,48,0,272,0,0,147,0,64,11,0,1,0,0,0,0,0,0,0,0,0,4,479,0,0,21,0,0,1047
ACOX2,3,0,29,0,0,0,0,0,0,465,0,0,1,0,0,0,0,0,0,0,0,0,1,547,0,0,1,0,0,1047
RNF44,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1023,4,1,0,0,0,0,1,1046
HSPBP1,0,0,38,9,21,0,0,8,0,320,38,185,1,171,1,0,0,0,0,0,0,0,0,252,1,1,0,0,0,1046
SEC61A2,1,0,0,136,91,0,0,172,0,20,56,55,0,2,0,11,0,0,0,0,0,0,3,495,0,3,1,0,0,1046
RAB36,0,0,516,0,1,0,0,40,481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1046
CA5B,185,1,1,0,11,0,0,740,3,1,0,71,0,2,0,4,0,0,0,0,5,0,5,5,6,1,0,0,3,1044
ZFP1,0,0,0,564,2,0,0,51,1,28,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044
LOC339524,0,0,0,0,3,0,0,220,2,0,0,818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044
MECR,0,0,0,0,180,2,0,1,0,424,0,83,1,43,0,1,1,0,0,0,0,1,2,302,0,2,1,0,0,1044
ACTG1P4,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,1,0,2,1008,1,1044
ZFX,2,1,41,5,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,988,0,0,0,0,0,0,0,1044
ZXDC,0,1,12,1,89,0,1,9,87,150,0,0,1,415,1,19,3,0,1,6,3,0,1,242,0,0,0,2,0,1044
LOC100125556,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,183,849,0,0,2,0,0,1043
CARS2,0,0,17,0,45,0,0,0,0,68,513,139,0,0,0,0,0,0,1,0,0,0,0,254,0,4,2,0,0,1043
ZNF441,0,0,0,0,1,0,0,0,0,0,1036,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1042
EEF1E1,4,0,8,0,408,0,1,1,1,157,0,0,0,174,0,0,0,1,0,1,0,0,0,240,0,46,0,0,0,1042
MTERFD2,2,0,0,18,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,729,2,0,1,0,0,1041
C7orf59,1,2,0,15,15,0,0,186,2,6,12,29,0,0,0,0,0,21,0,3,6,0,4,738,0,0,1,0,0,1041
OXCT1,0,0,17,0,455,2,0,287,2,0,0,0,2,0,3,0,1,0,0,0,0,0,0,269,1,1,1,0,0,1041
HPX,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,995,6,5,1,0,0,1040
MRAS,0,0,0,0,0,0,0,0,0,1030,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1039
RANGRF,0,0,1,0,108,0,0,0,2,567,359,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039
TMED7,0,0,203,0,14,2,0,55,1,232,103,85,0,224,0,0,2,1,0,0,0,1,0,116,0,0,0,0,0,1039
URB1,0,0,0,27,233,0,3,211,0,456,0,1,1,0,2,0,0,0,0,0,0,0,0,104,1,0,0,0,0,1039
ZNF791,0,0,0,2,0,1,3,0,1,0,688,0,0,0,2,3,0,22,3,132,119,23,6,0,0,27,3,0,2,1037
MRPS5,0,0,0,56,251,2,0,127,0,1,1,0,1,473,0,0,0,0,0,0,0,0,2,120,0,0,1,2,0,1037
RASSF7,0,0,53,29,0,1,0,32,9,129,0,29,0,0,0,0,0,0,0,0,0,0,147,607,0,1,0,0,0,1037
SLC22A18,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,12,945,0,3,64,0,0,1036
FZD1,882,3,0,0,117,0,1,25,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,1036
MFNG,0,0,519,0,418,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,0,0,0,78,0,0,0,0,1035
FLJ10038,0,0,1,1,0,2,0,218,1,74,0,0,0,399,19,0,2,0,0,0,0,0,3,313,0,0,0,2,0,1035
ENPP5,0,0,0,0,143,0,2,0,0,0,797,0,0,0,0,0,0,5,1,1,2,0,0,83,0,0,0,0,0,1034
ZMYM4,0,0,0,0,0,0,0,362,2,460,3,0,2,50,0,0,2,1,0,0,0,0,1,150,0,0,0,1,0,1034
HDAC8,0,2,6,784,13,1,0,16,0,151,2,18,0,21,0,1,0,11,1,1,1,1,0,3,0,0,0,0,0,1033
RFXANK,0,0,114,4,65,0,0,0,0,6,573,14,0,0,0,0,0,0,0,0,0,0,55,193,3,4,2,0,0,1033
METTL7A,0,1,7,387,1,1,0,0,2,0,0,16,0,87,2,0,0,1,0,8,356,0,1,159,0,0,3,0,0,1032
TMEM110,0,0,374,0,0,0,1,0,0,93,0,0,0,1,1,0,0,1,0,1,0,0,5,555,0,0,0,0,0,1032
CCDC142,2,0,113,1,21,0,0,21,0,113,17,4,0,6,0,4,0,0,1,0,1,0,503,215,1,2,2,0,5,1032
DCK,0,0,0,0,7,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,793,138,0,1,0,0,0,0,86,1031
ANKMY2,0,0,884,138,0,0,0,0,0,0,2,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1031
PITPNM3,0,0,0,0,0,1,0,0,0,0,812,1,0,198,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,1030
MNT,0,0,1,236,48,1,0,132,0,3,0,458,0,0,0,0,0,1,0,0,0,0,0,141,1,4,2,0,1,1029
SAFB,0,0,0,3,152,0,2,0,3,0,2,0,0,1,0,7,0,0,0,0,754,0,0,0,0,103,0,1,1,1029
PLEKHA6,46,0,17,0,27,0,0,2,24,867,2,0,1,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,1028
MXRA7,0,0,87,0,49,0,0,38,0,93,0,690,2,39,1,0,7,0,1,0,0,17,1,0,0,0,0,1,1,1027
SERHL,0,0,49,0,4,0,0,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,878,78,0,0,0,0,0,1027
OLFM1,0,0,0,0,0,0,0,5,271,569,0,177,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1026
G6PD,0,0,34,7,0,0,0,98,3,16,508,2,0,0,0,0,0,0,0,0,0,0,76,279,0,0,0,0,3,1026
COQ9,0,0,0,0,204,0,0,0,0,367,0,0,3,120,1,1,0,0,0,0,0,0,1,216,2,1,110,0,0,1026
RHOH,0,0,0,0,0,0,0,6,354,311,0,320,6,23,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1025
SLC25A14,0,4,0,0,151,0,2,0,608,20,0,236,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1025
DSEL,0,0,0,0,0,0,0,1018,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1025
C17orf56,0,0,4,445,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,565,0,0,1,0,0,1024
PGM5P2,1,4,18,15,20,0,1,0,0,103,48,17,1,12,0,74,5,1,0,103,24,53,369,46,28,0,64,0,17,1024
EXOSC8,0,0,0,0,157,0,523,0,13,1,0,11,0,7,3,0,0,0,0,0,72,1,1,222,1,8,0,0,1,1021
ZC2HC1C,0,0,3,1017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021
LINC00493,0,0,165,119,14,0,1,3,0,416,0,6,0,38,0,0,1,0,0,0,0,0,2,254,0,1,0,0,0,1020
SNORD87,0,0,0,0,4,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,948,2,1020
SRRM5,0,0,0,0,153,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,833,0,0,0,1019
FGGY,0,1,0,0,0,0,0,1,0,973,8,0,6,0,0,0,0,0,0,1,1,0,0,1,2,1,0,24,0,1019
DDI2,0,0,0,0,0,0,0,1,188,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,1019
ALG14,0,0,67,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,1018
TMEM136,0,0,883,0,113,0,1,0,0,0,0,0,0,0,0,8,0,0,0,5,1,0,1,0,1,0,0,2,3,1018
NOMO1,0,0,95,86,36,0,0,81,3,54,320,2,0,1,0,228,1,0,0,0,0,0,0,108,0,2,1,0,0,1018
NUP107,0,0,0,21,44,0,0,0,1,69,0,0,0,66,0,0,0,0,0,0,0,0,0,7,0,0,810,0,0,1018
C6orf201,435,1,0,0,210,0,0,0,5,0,298,0,0,0,0,0,0,6,1,0,0,0,0,61,0,0,0,0,0,1017
C14orf129,0,0,0,289,9,1,0,419,5,235,0,18,4,0,1,0,2,0,0,0,0,0,0,34,0,0,0,0,0,1017
SNORD76,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,968,46,0,0,0,0,0,1017
LARS2,0,0,0,0,177,1,0,0,0,654,15,0,2,1,1,0,2,0,0,0,0,0,0,163,0,0,0,0,0,1016
TIMM22,11,3,0,0,70,0,0,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,123,772,1,0,0,0,1016
METTL2A,0,0,0,1,9,0,0,0,1,130,40,15,1,203,1,0,0,0,0,3,0,0,547,47,3,4,10,1,0,1016
SLC27A1,0,0,9,0,0,0,0,1,0,719,0,20,0,1,0,1,0,0,0,47,3,1,0,165,37,0,1,3,7,1015
ARL2,17,0,0,6,62,0,0,0,0,0,0,214,0,0,1,0,0,0,0,0,0,0,4,590,22,99,0,0,0,1015
AQP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,616,0,0,1,0,0,0,0,396,1015
EXPH5,147,2,0,0,0,0,1,692,6,0,0,1,0,16,0,2,0,0,0,111,0,0,0,32,1,0,2,0,0,1013
ATP11B,0,1,0,0,48,0,1,0,0,12,281,46,0,0,1,0,4,0,1,0,617,1,0,0,0,0,0,0,0,1013
KIF13A,0,0,104,0,25,0,0,634,38,144,45,0,0,0,0,0,0,1,2,0,0,0,0,20,0,0,0,0,0,1013
RPUSD1,1,0,48,3,3,0,0,541,9,60,0,0,1,293,0,0,0,0,0,0,0,0,1,47,0,5,0,0,0,1012
ZNF616,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,867,16,0,3,0,3,0,0,118,1012
NFYC,710,6,0,0,61,0,42,0,0,0,0,0,0,125,0,14,0,0,1,0,1,0,2,48,0,0,0,1,0,1011
SPRYD7,0,0,0,0,67,0,0,245,0,6,0,1,1,0,0,11,0,0,0,0,0,0,5,19,0,1,654,1,0,1011
NADK,0,0,261,0,53,1,0,0,10,1,225,0,0,74,0,0,0,1,0,1,0,0,3,350,0,2,29,0,0,1011
PCYOX1L,0,0,0,37,69,0,0,0,643,36,0,0,0,73,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,1011
ITLN1,0,0,43,0,0,0,0,1,591,0,0,0,1,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010
CENPBD1,0,0,0,0,1,0,0,900,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,100,0,0,0,0,0,1010
PDIA4,0,1,73,0,17,0,0,0,0,0,0,1,0,1,0,643,1,0,0,0,0,0,214,57,0,0,0,0,0,1008
EHBP1L1,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,1007
TRIM37,1,0,0,0,191,1,0,14,0,343,0,0,0,333,0,0,0,0,0,0,0,0,0,121,0,0,0,1,1,1006
GPATCH2,0,2,2,0,332,2,0,39,0,17,159,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006
SERTAD2,0,0,28,35,119,0,1,55,4,0,19,4,2,1,0,0,2,0,2,0,625,0,39,70,0,0,0,0,0,1006
FAM45A,0,0,41,206,346,0,0,113,0,160,4,0,0,0,1,0,0,0,0,0,0,0,0,124,0,10,0,0,0,1005
ILKAP,1,0,1,35,9,0,0,9,0,181,4,1,1,348,0,1,0,0,0,0,0,0,1,412,0,0,0,1,0,1005
CPZ,0,0,659,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,342,0,0,0,0,0,0,1005
LURAP1L,239,2,1,90,38,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,183,1004
USP53,0,1,6,264,9,0,0,0,0,1,7,0,2,9,0,0,4,0,0,0,0,0,0,1,8,692,0,0,0,1004
TNKS2,0,0,0,0,237,0,0,0,0,592,110,1,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,58,1004
SCRN3,0,1,1,133,1,0,133,1,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,9,3,631,0,0,0,1003
PRH1,0,0,1,10,55,1,0,0,0,22,64,3,0,0,0,0,3,0,0,0,138,0,0,0,705,0,0,0,0,1002
BCL2L2,0,8,1,3,10,1,0,0,0,25,36,0,0,0,0,0,0,0,0,0,0,0,0,29,889,0,0,0,0,1002
ZNF419,0,0,0,240,3,0,0,0,1,743,0,0,4,0,0,0,3,0,0,0,1,0,0,6,1,0,0,0,0,1002
C16orf7,0,0,0,0,0,0,0,2,1,10,0,793,0,0,0,10,0,0,3,0,13,104,0,59,0,0,2,0,5,1002
PIGF,450,2,2,161,0,1,0,22,1,14,200,0,0,22,0,0,0,0,0,1,0,0,0,125,0,0,0,0,0,1001
CDK9,0,3,0,97,36,0,0,0,0,2,232,510,0,0,0,0,3,1,0,0,7,0,1,68,0,0,0,0,40,1000
ZNF431,0,1,0,0,2,0,0,1,4,0,0,1,0,0,21,0,1,0,1,25,96,4,0,17,0,0,0,1,824,999
TBC1D7,0,0,41,285,0,0,0,2,227,140,0,0,0,0,0,0,0,0,0,0,11,0,0,111,0,182,0,0,0,999
TMEM30B,0,0,0,0,198,1,0,297,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,399,0,0,997
PRDM2,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,80,3,0,5,890,0,0,1,0,997
LAMTOR3,0,0,0,42,194,3,0,52,0,7,0,229,0,1,0,0,1,0,0,0,123,0,0,0,0,0,345,0,0,997
HOMER2,0,0,0,0,47,2,0,624,135,182,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,997
TBC1D12,0,0,0,0,0,0,0,611,266,0,0,0,0,0,0,0,0,1,0,0,0,0,118,0,0,0,0,0,0,996
C1orf144,0,0,22,0,160,0,0,0,0,0,29,0,0,227,0,0,1,0,0,0,0,0,1,554,0,0,0,2,0,996
GLTP,0,0,1,144,161,0,0,338,2,185,41,2,1,1,0,0,0,0,0,1,0,2,1,106,0,6,4,0,0,996
CCDC115,0,0,0,0,424,0,24,0,0,10,440,25,0,0,1,0,0,1,1,0,0,0,3,67,0,0,0,0,0,996
SMPD2,0,0,1,58,84,0,0,1,0,243,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,995
WDR90,0,0,4,0,69,1,0,3,8,23,33,29,0,217,0,26,0,0,0,0,0,0,464,108,1,0,7,0,1,994
ALPK1,0,1,0,0,33,2,0,0,0,0,956,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,994
METAP1,0,0,0,4,38,1,0,0,0,30,477,0,1,0,0,0,0,0,0,0,3,117,0,2,0,3,0,0,317,993
DOCK10,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,1,1,0,819,4,0,0,0,0,0,161,0,993
YEATS4,0,0,374,586,0,0,0,2,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993
GTF3C4,0,0,674,0,191,0,0,3,0,55,0,1,0,13,6,0,0,0,0,1,11,0,0,38,0,0,0,0,0,993
CD300C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,5,0,0,0,0,0,0,0,0,0,0,992
PPP2R5E,0,0,634,17,99,4,0,0,0,135,0,0,1,0,0,0,2,0,0,0,83,0,0,17,0,0,0,0,0,992
ZNF32,0,0,48,532,122,0,0,0,0,248,0,0,1,0,10,0,0,0,0,0,0,0,1,15,0,15,0,0,0,992
TMEM187,0,0,429,194,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,359,0,4,0,0,0,992
CCDC167,0,0,0,0,3,4,0,11,0,8,0,1,338,11,0,2,3,0,0,0,0,0,3,527,0,77,0,2,0,990
TADA2A,1,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,3,0,4,967,3,1,0,0,0,0,0,0,990
TXNDC15,1,1,2,0,5,1,0,16,0,660,1,1,3,1,0,0,3,0,0,0,0,0,124,160,0,0,10,0,1,990
CLYBL,0,0,0,0,0,0,0,983,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,989
BDNF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,983,989
WDR73,0,0,6,524,380,2,0,0,12,35,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,17,0,3,989
NUMB,2,0,0,24,187,0,1,68,0,63,1,0,1,0,0,0,0,1,1,1,584,0,3,41,4,4,3,0,0,989
PCBP4,0,0,0,251,0,0,0,0,0,260,0,86,0,0,0,0,1,0,0,0,0,0,2,383,1,0,4,0,0,988
HSD17B8,0,0,0,0,137,0,0,266,4,0,0,0,0,0,3,0,0,1,0,0,0,0,2,575,0,0,0,0,0,988
PHF6,840,7,0,0,40,0,0,0,0,20,0,0,0,6,2,1,1,0,1,0,48,1,0,5,13,0,1,0,2,988
ASAP3,0,0,0,0,63,0,0,0,0,15,370,0,1,22,0,0,0,0,0,0,0,0,2,513,0,1,0,0,0,987
DHX58,0,0,0,0,62,0,0,0,0,1,847,1,0,70,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,987
BNIPL,0,0,0,0,63,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,906,0,0,0,986
TM4SF19,10,0,260,0,1,0,11,440,3,3,0,3,0,156,2,0,0,0,0,0,0,0,0,96,0,0,0,0,0,985
PAN3,0,0,1,97,185,1,0,1,224,7,0,117,1,0,7,160,2,12,0,1,0,0,0,81,0,6,0,22,60,985
GMEB2,0,0,175,101,158,0,1,5,0,127,0,0,0,0,0,0,0,0,0,0,397,0,0,20,0,0,0,0,0,984
HOXB6,1,0,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,341,2,547,33,0,0,984
C16orf58,8,0,394,113,197,0,1,79,12,30,0,37,0,62,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,984
CDK6,0,0,0,0,498,0,1,0,0,0,0,0,0,0,2,0,4,0,0,1,475,1,0,0,0,0,0,0,0,982
VPS37A,0,0,141,139,113,0,0,1,0,108,0,0,0,0,0,0,1,6,1,1,0,0,0,52,0,0,0,0,419,982
ALAS1,0,0,243,5,25,0,0,228,3,0,3,157,0,219,0,0,1,0,0,0,0,0,12,86,0,0,0,0,0,982
NRSN2,0,0,0,0,2,0,0,0,0,204,0,684,0,22,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,982
STIM2,0,2,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,981
IGFLR1,1,0,332,8,1,1,0,421,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,169,0,0,2,0,0,981
PTBP3,3,2,1,0,109,1,1,33,0,301,0,41,0,22,0,0,1,0,0,0,262,0,0,10,0,1,0,0,193,981
