symbol,BRx.111.1..10.08.15,BRx.111.1..10.19.15,BRx.111.2..10.08.15,BRx.111.3..10.08.15,BRx.129_2_111814,BRx.129.2..9.29,BRx.131.1..09.15.15,BRx.132.1..06.09.15,BRx.136_1_123014,BRx.136_2_123014,BRx.139.1,BRx.146.1..08.06.15,BRx.146.1..4.16.15,BRx.16_1_102214,BRx.16_1_120314,BRx.16_2_102214,BRx.16_2_120314,BRx.16_3_120314,BRx.16.3..09.09.15,BRx.16.4..09.09.15,BRx.170.1,BRx.170.2,BRx.172_1_111114,BRx.172_1_120114,BRx.172_2_111114,BRx.172.1..02.01.15,BRx.172.1..06.25.15,BRx.172.1..08.18.15,BRx.172.1..08.25.15,BRx.172.1..09.09.15,BRx.172.1..4.16.15,BRx.172.1..9.30,BRx.172.1.08.04.15,BRx.172.2..07.07.15,BRx.172.2..08.25.15,BRx.172.3..07.07.15,BRx.172.5..11.11.14,BRx.180.1..06.12.15,BRx.180.1..07.02.15,BRx.183_1_031015,BRx.183_2_031015,BRx.183_4_031015,BRx.183_5_031015,BRx.183_6_031015,BRx.183.3..3.10.15,BRx.183.7..3.10.15,BRx.213.2..08.26.15,BRx.213.3..08.26.15,BRx.245.2..09.04.15,BRx.42_1_110314,BRx.42_2_110314,BRx.42.1..10.20,BRx.42.1..9.14,BRx.42.1..9.22,BRx.42.1..9.29,BRx.42.2..9.14,BRx.42.2..9.29,BRx.42.3..9.29,BRx.82_1_012015,BRx.82_1_030915,BRx.82_2_030915,BRx.82_3_030915,BRx.82_5_030915,BRx.82_6_030915,BRx.82_7_030915,BRx.82.1..1.12.15,BRx.82.1..11.13.14,BRx.82.1..9.15,BRx.82.1..9.29,BRx.82.2..11.13.14,BRx.82.2..9.15,BRx.82.2..9.29,BRx.82.3..9.15,BRx.82.8..3.9.15,total
ITM2C,0,0,0,0,0,0,0,35,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,42,0,0,0,0,0,0,0,17,7,0,46,180,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,554
KIF1A,0,193,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,116,0,0,0,0,0,0,0,0,0,0,554
CTC1,1,0,0,0,1,0,10,0,0,71,16,0,0,0,11,0,0,0,4,10,0,0,10,0,0,0,1,0,0,0,0,0,38,77,0,0,0,47,0,0,0,2,0,0,9,35,0,2,1,5,0,0,7,0,148,0,12,1,0,0,0,0,1,27,0,0,0,0,0,0,1,0,0,6,554
SBNO2,0,0,0,0,0,0,0,5,0,24,0,0,0,2,1,0,0,0,0,1,0,0,0,10,0,0,0,0,4,45,0,0,75,0,0,0,0,0,0,0,94,55,5,32,35,43,5,0,0,7,0,0,0,0,8,0,0,7,0,1,0,1,54,0,0,0,12,0,1,23,4,0,0,0,554
RPL21P44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,20,124,1,0,0,0,7,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,2,43,1,0,0,83,0,0,14,14,0,0,0,74,82,0,0,0,0,0,0,0,0,12,0,0,0,554
KLHL17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,305,206,0,0,0,0,0,0,0,553
C1orf216,0,0,0,0,0,0,0,75,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,5,0,91,1,0,0,0,1,0,0,0,0,53,0,46,0,86,0,0,0,0,0,0,0,0,0,0,38,0,0,0,553
C2CD4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,32,5,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,0,0,0,0,0,0,0,0,0,553
MXRA8,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,74,1,0,0,0,0,0,0,0,0,0,0,0,552
TMEM163,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,0,0,0,0,0,14,0,0,2,6,292,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,14,0,551
FBXL17,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,19,0,0,0,0,11,0,2,0,0,34,0,0,0,54,0,0,0,0,24,13,0,0,0,0,0,0,0,13,0,0,20,0,14,167,66,19,5,45,0,0,1,1,0,6,0,2,0,551
HSD11B1L,0,0,0,0,0,0,0,38,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,14,65,0,34,101,0,0,32,0,0,0,0,88,550
C10orf11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,8,18,2,0,0,0,0,0,0,0,407,14,0,28,0,0,0,0,0,550
L3MBTL3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,0,50,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,6,0,0,0,57,15,0,0,0,0,0,0,0,32,0,0,146,550
B4GALT6,0,0,0,0,0,0,0,0,0,2,0,0,0,98,43,0,45,0,0,1,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,0,0,0,0,64,0,26,0,550
IGSF21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,6,0,0,1,0,0,0,0,0,0,3,36,0,0,7,0,0,47,62,28,0,0,0,150,0,71,0,0,0,0,8,550
TMEM170B,0,0,0,1,0,0,2,0,0,3,1,0,0,56,2,10,0,0,2,1,0,0,0,0,2,1,12,0,1,0,0,0,6,0,17,0,0,38,0,0,0,1,0,0,9,2,6,9,4,0,0,0,0,0,1,21,3,0,1,0,2,0,4,281,3,0,1,11,18,0,8,0,9,1,550
LAT2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,458,0,0,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
NCKAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,0,6,4,0,1,3,0,0,0,0,0,0,28,2,10,56,0,0,37,0,208,61,4,0,8,0,0,0,0,0,0,47,549
SLC38A9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57,0,65,0,110,0,0,1,0,0,0,0,0,1,49,53,56,0,70,0,19,0,0,0,0,7,0,0,0,0,0,1,0,549
DOT1L,0,0,0,20,0,0,0,0,0,2,0,9,0,20,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,46,0,28,0,0,0,0,41,0,12,13,7,0,0,0,0,0,0,0,1,10,0,0,28,0,0,56,0,0,102,58,0,4,0,35,0,0,0,1,0,549
CCT6P1,3,0,0,0,0,0,3,0,0,33,0,13,0,5,1,14,0,0,0,0,1,3,3,13,19,0,0,18,1,159,0,2,6,0,0,0,30,0,0,11,76,2,0,9,0,15,18,0,0,0,0,0,0,0,1,10,16,6,5,7,4,0,0,0,0,0,0,12,6,0,18,0,0,6,549
AKR1C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,19,0,0,0,42,0,0,0,0,0,0,0,0,10,0,0,1,171,27,65,0,0,13,0,36,0,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,549
MLL2,2,39,0,0,0,0,11,4,0,7,0,10,0,0,3,8,0,0,1,3,0,28,13,1,0,0,0,7,0,55,0,0,15,0,42,0,0,3,0,0,0,2,0,5,16,12,2,0,0,0,0,0,13,0,30,0,12,60,0,0,1,4,2,25,12,0,82,0,0,14,4,0,1,0,549
MAPKBP1,0,0,0,0,2,0,11,9,0,25,0,2,0,4,0,0,0,0,0,1,0,0,0,1,4,1,1,4,1,6,0,0,2,0,3,0,1,76,0,0,9,8,0,2,6,3,7,9,1,2,0,0,151,1,73,3,2,32,0,2,5,8,13,12,6,14,3,0,2,3,15,0,0,3,549
CCL20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,549
HIST4H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,272,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,196,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,548
RTP4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547
ACER2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,19,0,66,0,0,4,0,0,0,0,0,0,0,122,0,0,0,0,0,0,207,0,0,0,1,12,0,0,4,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,547
LOC400657,0,0,0,0,0,0,7,0,0,6,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,10,0,2,0,6,0,0,2,0,4,0,2,22,0,0,1,2,0,3,0,1,5,2,8,0,0,0,164,53,33,0,4,28,0,1,1,0,7,2,75,4,4,35,0,1,42,0,0,1,547
BTBD9,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,2,30,0,0,0,1,0,0,7,58,17,1,1,0,0,0,0,0,8,0,0,27,0,0,122,0,6,225,2,0,0,0,15,1,8,0,0,0,547
DVL1,0,0,0,0,0,0,1,71,0,48,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,130,0,97,0,22,0,0,0,0,0,0,0,0,30,0,12,0,0,0,44,0,1,0,0,0,0,0,0,0,11,0,0,0,547
TCF7L1,0,63,0,0,0,0,0,95,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,27,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,40,33,27,4,0,114,0,0,0,2,0,0,59,547
DUS4L,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,11,0,52,0,0,0,0,0,1,0,4,4,0,38,31,0,0,0,0,97,32,77,110,2,1,5,23,0,0,0,1,547
CROCC,0,0,0,7,0,0,0,0,0,12,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,309,0,0,0,0,0,0,0,1,0,0,0,0,10,2,177,0,6,2,0,0,0,0,4,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,547
HSCB,0,0,0,0,0,0,6,0,13,41,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,10,0,63,38,1,0,23,73,0,10,2,108,7,9,0,0,0,0,1,0,0,0,28,0,0,1,60,0,3,1,19,0,1,0,11,0,3,0,0,4,547
PDSS1,0,0,0,0,0,0,0,82,0,47,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,125,0,7,0,0,0,0,0,0,0,0,45,44,5,69,0,53,15,0,27,0,0,0,0,0,0,0,4,0,0,0,546
FAM113A,0,0,0,0,0,0,0,33,0,4,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,1,68,4,14,19,0,4,3,0,134,37,33,0,2,0,16,10,0,0,0,90,546
SYMPK,0,0,0,0,3,0,0,0,0,2,3,5,0,12,2,2,0,0,45,0,0,0,0,9,7,3,0,0,0,0,5,0,98,0,0,0,3,93,0,3,3,6,0,0,0,0,2,21,7,3,2,0,0,2,63,3,1,9,0,15,0,0,20,39,24,1,0,10,0,0,9,0,8,3,546
FAM160A2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,135,0,6,0,70,0,0,0,0,0,0,0,0,30,1,6,5,0,0,109,0,28,0,0,0,20,0,20,0,0,0,0,90,545
TSHZ2,0,1,0,1,0,0,16,1,1,30,14,1,2,1,4,1,0,0,11,2,0,0,0,2,5,2,0,4,1,2,0,0,7,0,12,0,2,231,3,0,1,5,0,24,27,77,9,12,0,0,0,1,7,0,0,0,0,1,0,0,0,0,11,2,1,0,0,3,1,2,4,0,0,0,545
ST8SIA1,19,0,0,0,2,0,77,0,0,111,0,1,0,2,9,1,0,1,12,3,0,4,0,3,1,5,2,2,0,3,0,0,10,0,16,0,6,166,3,0,4,3,0,2,0,3,7,8,2,3,0,0,10,0,0,1,2,2,0,0,0,2,15,4,1,4,1,0,3,3,4,2,0,0,545
CCDC126,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,6,0,0,0,0,0,14,40,0,0,0,0,0,0,0,0,4,0,0,0,13,6,0,0,0,0,0,22,0,0,0,1,0,0,0,63,0,0,11,11,47,11,0,0,0,0,0,0,16,0,52,0,10,106,7,0,0,78,544
SLC38A4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0,397,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,544
HSD17B6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,77,0,234,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,14,0,0,0,0,0,544
NGEF,0,0,0,0,0,0,0,130,143,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,1,7,0,0,38,0,0,0,0,0,0,0,544
NBPF16,0,0,0,0,0,0,0,6,0,39,0,2,0,21,1,0,0,3,0,0,0,1,0,3,17,0,0,10,0,37,1,0,16,0,1,0,12,1,1,0,21,7,0,30,24,39,1,1,0,0,0,0,42,1,5,0,16,8,0,5,6,23,2,52,6,20,39,0,9,4,4,0,1,5,543
GSTA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,34,0,0,183,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,20,0,0,0,0,0,0,0,0,543
IFI35,0,0,0,0,0,0,0,0,0,0,0,88,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,25,0,0,2,150,0,38,0,0,0,0,0,0,0,32,0,0,28,0,14,18,0,0,0,0,18,0,0,0,0,44,45,0,0,0,0,0,543
NDST2,0,0,0,0,0,0,6,31,1,6,0,3,10,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,1,0,0,3,0,0,6,97,31,0,0,0,0,0,0,0,0,0,1,0,39,1,0,1,0,122,0,0,0,0,1,0,0,0,0,0,0,543
TMEM231,1,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23,0,0,0,0,12,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,3,0,19,1,0,55,0,0,199,141,0,0,0,0,0,0,0,0,0,0,543
ORC1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,5,0,0,19,0,0,2,3,0,0,0,180,2,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,307,0,0,4,0,0,1,3,0,0,0,543
CENPQ,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,57,0,32,0,123,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,148,0,0,25,0,93,0,0,0,0,0,543
LOC100134868,4,0,0,0,3,0,50,0,0,0,2,1,0,1,5,0,0,0,1,7,0,3,32,1,4,0,0,0,0,10,0,0,1,0,3,0,0,286,1,0,0,0,0,0,1,4,13,45,2,2,0,0,0,0,1,1,2,0,15,0,0,0,4,0,0,0,0,9,21,1,7,0,0,0,543
CLPSL1,0,0,0,0,0,0,1,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,88,10,44,138,122,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,7,0,0,0,0,0,542
FMNL2,0,0,0,0,0,0,3,0,0,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,14,0,0,2,2,0,0,0,0,0,0,0,0,0,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
CEP85L,0,0,0,0,0,0,0,0,0,7,0,49,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,146,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,542
RING1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,3,0,0,0,0,30,0,16,39,57,0,1,3,0,0,5,0,0,53,1,43,10,0,0,7,0,59,78,41,0,26,0,8,0,0,0,0,0,542
LRRC25,6,1,1,0,0,0,18,2,1,4,6,3,0,5,2,1,0,1,15,3,0,3,0,3,3,3,3,11,2,17,0,0,16,0,8,0,1,186,1,0,3,0,0,1,11,10,11,26,4,4,0,0,6,0,9,2,2,3,67,0,0,1,23,5,9,1,5,1,3,2,4,1,0,2,542
RARRES1,0,1,0,0,0,447,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,62,0,0,0,0,11,0,0,0,0,0,0,0,1,0,540
C17orf66,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,76,0,68,0,17,180,0,0,0,27,0,0,0,0,0,0,0,44,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,540
TRIM41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,50,0,52,0,0,0,0,0,47,33,0,0,4,12,0,1,0,0,0,0,0,1,2,4,11,23,0,0,0,0,11,0,0,205,5,0,2,35,2,0,0,0,540
SLC25A26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,153,19,60,0,2,0,18,0,0,2,0,11,23,35,24,0,47,14,0,35,0,0,0,1,0,0,0,0,0,2,0,540
MMP1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,266,0,0,0,540
MYO18B,0,0,0,0,0,0,0,0,0,0,0,0,0,199,7,0,0,33,103,1,44,9,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,539
C9orf167,3,0,0,0,0,0,13,0,0,13,2,1,0,1,4,1,0,0,11,1,0,1,0,31,19,68,3,0,1,1,10,11,12,0,2,40,8,66,1,0,5,27,0,0,1,3,5,4,1,1,63,0,0,0,1,1,1,1,0,0,1,0,3,0,1,2,1,36,2,0,55,0,0,0,539
TRAM2,1,0,0,0,1,0,6,0,0,0,0,1,0,0,2,1,0,0,3,2,0,1,1,4,176,17,6,2,0,2,0,0,1,0,7,0,48,49,1,0,3,0,0,0,1,73,2,3,1,0,0,0,1,0,24,21,0,2,0,0,1,0,6,5,2,0,1,0,15,0,45,0,1,0,539
TLR10,0,5,0,0,3,0,20,0,3,2,1,2,1,4,8,1,2,0,40,2,1,3,0,1,4,2,8,8,1,5,0,0,4,0,54,5,1,213,3,0,5,5,0,2,7,3,21,23,11,4,0,1,3,0,9,2,1,1,0,0,0,3,12,6,0,0,0,1,1,2,4,1,0,4,539
TIGD7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,7,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3,72,0,28,0,12,0,79,4,195,5,0,0,0,33,9,0,0,0,0,539
PGBD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
HOXC9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,40,98,3,0,0,0,0,0,0,0,0,3,23,0,4,24,0,0,41,0,18,40,0,0,28,0,23,0,0,0,0,64,539
SYTL5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,538
ARRB2,0,0,0,0,13,0,0,28,8,29,0,38,1,34,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,23,2,11,0,30,0,0,0,17,0,0,0,0,0,0,0,2,23,18,24,4,0,113,3,0,0,16,0,0,0,40,7,0,537
KIAA0195,0,0,0,0,0,0,3,11,0,27,0,0,0,0,0,10,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,40,0,0,0,108,0,0,0,0,0,0,0,0,21,10,4,0,7,0,0,137,73,0,0,0,0,0,18,0,5,0,0,4,537
C7orf26,0,0,0,0,0,0,0,0,0,9,0,0,0,47,0,0,0,0,0,0,0,0,0,46,0,0,0,29,2,0,0,0,0,0,9,0,0,0,0,0,50,16,0,0,0,33,1,0,0,0,0,0,0,0,63,0,14,21,0,0,40,13,4,36,0,0,0,15,0,27,28,0,0,34,537
TRPM6,6,0,2,2,0,0,33,0,1,0,1,4,0,3,9,1,0,0,36,4,3,3,0,3,11,0,4,8,0,10,0,0,15,0,23,0,2,183,6,0,2,5,0,0,15,6,14,34,8,21,0,0,2,0,5,4,2,1,0,1,2,0,20,9,3,0,0,0,2,0,8,0,0,0,537
LTB,0,1,0,0,0,0,1,0,0,0,0,139,0,19,64,37,0,0,0,0,3,0,0,10,5,0,0,0,10,0,0,0,0,0,0,0,0,143,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,19,0,0,0,0,0,0,0,0,31,0,0,9,0,10,0,537
GREB1,1,0,0,0,1,0,25,0,0,2,1,2,0,3,6,2,0,0,10,3,0,0,0,4,5,1,3,7,0,1,0,0,6,1,10,3,3,200,2,0,9,5,0,1,12,16,10,23,1,2,0,1,2,0,1,1,1,3,0,1,4,1,86,8,1,2,3,0,24,1,11,0,0,5,537
FANCA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,2,0,22,0,4,5,14,1,1,0,0,1,0,0,0,36,0,0,38,0,0,0,0,0,0,131,0,207,0,2,0,0,0,536
NID2,0,0,0,0,2,0,0,0,0,0,0,0,0,97,0,0,79,0,0,139,0,0,0,18,0,43,0,0,11,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,20,14,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,536
NBPF9,0,0,0,0,0,1,2,1,0,25,0,0,0,7,3,0,0,0,9,3,0,0,0,2,6,0,0,9,0,19,0,0,2,0,5,0,4,6,0,0,20,84,3,37,44,41,5,7,0,0,0,0,6,0,2,2,13,14,0,0,6,45,2,54,6,10,0,0,28,1,2,0,0,0,536
ATP1B4,0,13,0,0,0,0,30,2,4,1,2,3,2,3,7,4,2,0,9,4,0,9,0,8,4,1,2,2,0,10,0,0,16,0,8,4,3,183,2,0,3,14,0,4,5,10,8,19,4,0,49,0,9,0,2,10,1,2,0,1,3,2,20,11,3,1,4,0,1,4,6,0,2,0,536
LOC283104,0,0,0,0,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,18,0,0,0,192,18,125,9,1,2,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,28,93,1,0,0,0,0,0,0,0,0,0,536
